Appl No,Product,Party,Prod No,Patent No,Patent Expiration,Drug Substance Claim,Drug Product Claim,Patent Use Code,Patent Use Description,Delist Requested
20785,THALIDOMIDE,CELGENE,3,7874984,2018-08-28,"","",U-442,"METHOD FOR DELIVERING A DRUG TO A PATIENT IN NEED OF THE DRUG, WHILE AVOIDING THE OCCURENCE OF AN ADVERSE SIDE EFFECT KNOWN OR SUSPECTED OF BEING CAUS",""
20785,THALIDOMIDE,CELGENE,3,7959566,2020-10-23,"","",U-1155,USE OF THALIDOMIDE IN TREATMENT OF CUTANEOUS MANIFESTATIONS OF ERYTHEMA NODOSUM LEPROSUM (ENL),""
20785,THALIDOMIDE,CELGENE,3,8204763,2018-08-28,"","",U-1249,TREATMENT OF MALE PATIENT HAVING A DISEASE OR CONDITION RESPONSIVE TO A TERATOGENIC DRUG,""
20785,THALIDOMIDE,CELGENE,3,8315886,2020-10-23,"","",U-1249,TREATMENT OF MALE PATIENT HAVING A DISEASE OR CONDITION RESPONSIVE TO A TERATOGENIC DRUG,""
20785,THALIDOMIDE,CELGENE,4,6045501,2018-08-28,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6315720,2020-10-23,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6561976,2018-08-28,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6561977,2020-10-23,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6755784,2020-10-23,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6869399,2020-10-23,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,6908432,2018-08-28,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,7141018,2020-10-23,"","",U-731,USE IN COMBINATION WITH DEXAMETHASONE IS INDICATED FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,7435745,2017-11-03,"","",U-899,USE OF THALIDOMIDE IN COMBINATION WITH DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA,""
20785,THALIDOMIDE,CELGENE,4,7874984,2018-08-28,"","",U-371,APPROVAL FOR MARKETING ONLY UNDER A SPECIAL RESTRICTION PROGRAM APPROVED BY FDA CALLED 'SYSTEM FOR THALIDOMIDE EDUCATION AND PRESCRIBING SAFETY' (S.T.,""
20785,THALIDOMIDE,CELGENE,4,7874984,2018-08-28,"","",U-1109,TREATMENT OF CUTANEOUS MANIFESTATIONS OF ERYTHEMA NODOSUM LEPROSUM (ENL) IN CONNECTION WITH A SPECIAL PROGRAM APPROVED BY FDA CALLED 'SYSTEM FOR THALI,""
20785,THALIDOMIDE,CELGENE,4,7874984,2018-08-28,"","",U-733,MAINTENANCE THERAPY FOR PREVENTION AND SUPRESSION OF THE CUTANEOUS MANIFESTATIONS OF ENL RECURRENCE,""
20785,THALIDOMIDE,CELGENE,4,7874984,2018-08-28,"","",U-732,ACUTE TREATMENT OF THE CUTANEOUS MANIFESTATIONS OF MODERATE TO SEVERE ERYTHEMA NODOSUM LEPROSUM (ENL),""
20785,THALIDOMIDE,CELGENE,4,7874984,2018-08-28,"","",U-442,"METHOD FOR DELIVERING A DRUG TO A PATIENT IN NEED OF THE DRUG, WHILE AVOIDING THE OCCURENCE OF AN ADVERSE SIDE EFFECT KNOWN OR SUSPECTED OF BEING CAUS",""
20785,THALIDOMIDE,CELGENE,4,7959566,2020-10-23,"","",U-1155,USE OF THALIDOMIDE IN TREATMENT OF CUTANEOUS MANIFESTATIONS OF ERYTHEMA NODOSUM LEPROSUM (ENL),""
20785,THALIDOMIDE,CELGENE,4,8204763,2018-08-28,"","",U-1249,TREATMENT OF MALE PATIENT HAVING A DISEASE OR CONDITION RESPONSIVE TO A TERATOGENIC DRUG,""
20785,THALIDOMIDE,CELGENE,4,8315886,2020-10-23,"","",U-1249,TREATMENT OF MALE PATIENT HAVING A DISEASE OR CONDITION RESPONSIVE TO A TERATOGENIC DRUG,""
20786,FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,SANOFI AVENTIS US,2,6037353,2017-03-14,"","",U-1159,"RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES, SWELLING OF THE NASAL PASSAGES AND SINUS CONGESTION AND PRESSURE IN ADULTS AND CHILDREN 12 Y",""
20791,TESTOSTERONE,ALZA,1,6348210,2019-11-10,"","",U-440,METHOD FOR TRANSDERMAL ADMINISTRATION OF A DRUG THROUGH NON-SCROTAL SKIN USING A TRANSDERMAL DRUG DELIVERY DEVICE CONTAINING THE DRUG AND HAVING AN AD,""
20796,ENTACAPONE,ORION PHARMA,1,6599530,2018-09-14,"",Y,U-219,TREATMENT OF PARKINSON'S DISEASE,""
20802,ACETAMINOPHEN; ASPIRIN; CAFFEINE,GLAXOSMITHKLINE CONS,1,5972916,2017-07-14,"","",U-296,"TREATING MIGRAINE PAIN AND ONE OR MORE OF A CLUSTER OF SYMPTOMS CHARACTERISTIC OF A MIGRAINE ATTACK SYMPTOMS BEING SELECTED FROM PHOTOPHOBIA, PHONOPHO",""
20815,RALOXIFENE HYDROCHLORIDE,LILLY,1,6458811,2017-03-10,Y,Y,U-825,USE FOR PREVENTION OF BREAST CANCER,""
20815,RALOXIFENE HYDROCHLORIDE,LILLY,1,6894064,2017-03-10,"",Y,U-657,PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,""
20818,HYDROCHLOROTHIAZIDE; VALSARTAN,NOVARTIS,1,6294197,2017-06-18,"","",U-3,TREATMENT OF HYPERTENSION,""
20818,HYDROCHLOROTHIAZIDE; VALSARTAN,NOVARTIS,2,6294197,2017-06-18,"","",U-3,TREATMENT OF HYPERTENSION,""
20818,HYDROCHLOROTHIAZIDE; VALSARTAN,NOVARTIS,3,6294197,2017-06-18,"","",U-3,TREATMENT OF HYPERTENSION,""
20818,HYDROCHLOROTHIAZIDE; VALSARTAN,NOVARTIS,4,6294197,2017-06-18,"","",U-3,TREATMENT OF HYPERTENSION,""
20818,HYDROCHLOROTHIAZIDE; VALSARTAN,NOVARTIS,5,6294197,2017-06-18,"","",U-3,TREATMENT OF HYPERTENSION,""
20825,ZIPRASIDONE HYDROCHLORIDE,PFIZER,1,6245766,2018-12-18,"","",U-601,TREATMENT OF BIPOLAR DISORDER,""
20825,ZIPRASIDONE HYDROCHLORIDE,PFIZER,2,6245766,2018-12-18,"","",U-601,TREATMENT OF BIPOLAR DISORDER,""
20825,ZIPRASIDONE HYDROCHLORIDE,PFIZER,3,6245766,2018-12-18,"","",U-601,TREATMENT OF BIPOLAR DISORDER,""
20825,ZIPRASIDONE HYDROCHLORIDE,PFIZER,4,6245766,2018-12-18,"","",U-601,TREATMENT OF BIPOLAR DISORDER,""
20831,FORMOTEROL FUMARATE,NOVARTIS,1,6887459,2020-11-28,"","",U-762,TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,""
20832,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,BECTON DICKINSON CO,2,7422388,2027-04-25,"",Y,U-1397,USE AS AN ANTISEPTIC FOR THE PREPARATION OF A PATIENT'S SKIN PRIOR TO SURGERY,""
20832,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,BECTON DICKINSON CO,5,7422388,2027-04-25,"",Y,U-1397,USE AS AN ANTISEPTIC FOR THE PREPARATION OF A PATIENT'S SKIN PRIOR TO SURGERY,""
20832,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,BECTON DICKINSON CO,7,7422388,2027-04-25,"",Y,U-1397,USE AS AN ANTISEPTIC FOR THE PREPARATION OF A PATIENT'S SKIN PRIOR TO SURGERY,""
20835,RISEDRONATE SODIUM,APIL,3,5994329,2018-07-17,"","",U-353,PREVENTION AND TREATMENT OF OSTEOPOROSIS,""
20835,RISEDRONATE SODIUM,APIL,3,6015801,2018-07-17,"","",U-353,PREVENTION AND TREATMENT OF OSTEOPOROSIS,""
20835,RISEDRONATE SODIUM,APIL,3,6432932,2018-07-17,"","",U-595,35 MG ORALLY ONCE A WEEK FOR PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN; 35 MG ORALLY ONCE A WEEK FOR TREATMENT OF OSTEOPOROSIS IN POSTMENOPAU,""
20835,RISEDRONATE SODIUM,APIL,5,7192938,2023-05-06,"","",U-353,PREVENTION AND TREATMENT OF OSTEOPOROSIS,""
20835,RISEDRONATE SODIUM,APIL,5,7718634,2023-05-06,"","",U-662,TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,""
20844,TOPAMAX,JANSSEN PHARMS,1,7125560,2019-03-01,"","",U-766,TREATMENT OF SEIZURES,""
20844,TOPIRAMATE,JANSSEN PHARMS,1,7125560,2019-03-01,"","",U-766,TREATMENT OF SEIZURES,""
20844,TOPIRAMATE,JANSSEN PHARMS,2,7125560,2019-03-01,"","",U-766,TREATMENT OF SEIZURES,""
20844,TOPIRAMATE,JANSSEN PHARMS,3,7125560,2019-03-01,"","",U-766,TREATMENT OF SEIZURES,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,5732693,2016-12-13,"",Y,U-1230,A METHOD OF PROVIDING NITRIC OXIDE THERAPY TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,5752504,2016-12-13,"",Y,U-1230,A METHOD OF PROVIDING NITRIC OXIDE THERAPY TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,8282966,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,8291904,2031-01-06,"",Y,U-1226,A METHOD OF PROVIDING A PREDETERMINED CONCENTRATION OF NITRIC OXIDE TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,8293284,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,2,8431163,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,5732693,2016-12-13,"",Y,U-1230,A METHOD OF PROVIDING NITRIC OXIDE THERAPY TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,5752504,2016-12-13,"",Y,U-1230,A METHOD OF PROVIDING NITRIC OXIDE THERAPY TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,8282966,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,8291904,2031-01-06,"",Y,U-1226,A METHOD OF PROVIDING A PREDETERMINED CONCENTRATION OF NITRIC OXIDE TO A PATIENT,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,8293284,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20845,NITRIC OXIDE,MALLINCKRODT HOSP,3,8431163,2029-06-30,"","",U-1286,A METHOD OF REDUCING THE RISK OF PULMONARY EDEMA IN PATIENTS IN NEED OF TREATMENT WITH INHALED NITRIC OXIDE,""
20850,TELMISARTAN,BOEHRINGER INGELHEIM,2,7998953,2020-06-06,"","",U-1177,REDUCTION OF CARDIAC TISSUE DAMAGE ASSOCIATED WITH MYOCARDIAL INFARCTION,""
20850,TELMISARTAN,BOEHRINGER INGELHEIM,2,8003679,2022-10-06,"","",U-1176,TREATMENT OR PREVENTION OF STROKE,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,5,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,6,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,7,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,8,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,9,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20872,FEXOFENADINE HYDROCHLORIDE,SANOFI AVENTIS US,10,6037353,2017-03-14,"","",U-1160,RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH HIVES (URTICARIA) IN ADULTS AND CHILDREN 6 YEA,""
20884,ASPIRIN; DIPYRIDAMOLE,BOEHRINGER INGELHEIM,1,6015577,2017-01-18,"","",U-302,TO REDUCE THE RISK OF STROKE IN PATIENTS WHO HAVE HAD TRANSIENT ISCHEMIA OF THE BRAIN OR COMPLETED ISCHEMIC STROKE DUE TO THROMBOSIS,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,1,6121291,2017-03-17,"","",U-431,POSTTRAUMATIC STRESS DISORDER,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,1,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,2,6121291,2017-03-17,"","",U-431,POSTTRAUMATIC STRESS DISORDER,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,2,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,3,6121291,2017-03-17,"","",U-431,POSTTRAUMATIC STRESS DISORDER,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,3,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,4,6121291,2017-03-17,"","",U-431,POSTTRAUMATIC STRESS DISORDER,""
20885,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,4,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20886,ALITRETINOIN,EISAI INC,1,5932622,2016-08-03,"","",U-562,TOPICAL TREATMENT OF CUTANEOUS LESIONS IN PATIENTS WITH AIDS-RELATED KAPOSI'S SARCOMA,""
20895,SILDENAFIL CITRATE,PFIZER IRELAND,1,6469012,2019-10-22,"","",U-155,TREATMENT OF ERECTILE DYSFUNCTION,""
20895,SILDENAFIL CITRATE,PFIZER IRELAND,2,6469012,2019-10-22,"","",U-155,TREATMENT OF ERECTILE DYSFUNCTION,""
20895,SILDENAFIL CITRATE,PFIZER IRELAND,3,6469012,2019-10-22,"","",U-155,TREATMENT OF ERECTILE DYSFUNCTION,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6172046,2017-09-21,"","",U-1014,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTERFERON ALPHA-2B(PEGYLATED AND NONPEGYLATED) TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6172046,2017-09-21,"","",U-377,METHOD OF TREATING PT WITH CHRONIC HEPATITIS C HAVING HCV GENOTYPE 1 AND VIRAL LOAD GREATER THAN 2 MILLION COPIES/ML TO ERADICATE DETECTABLE HCV-RNA B,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6177074,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6177074,2016-11-01,"","",U-454,"METHOD OF TX A PT SUSPECTED OF HAVING HEPATITIS C BY ADMIN, IN COMBINATION, A CONJUGATE COMPRISING PEG 12000 & INTERFERON ALFA-2B IN AN AMT OF FROM 0.",""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6461605,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6461605,2016-11-01,"","",U-478,"METHOD OF TREATING HEPATITIS C VIRAL INFECTION BY CONTINUOUS PARENTERAL ADMIN INTERFERON ALPHA 2-10 MILLION IU WEEKLY, SUBCUTANEOUSLY, INJECTION OF PO",""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6472373,2017-09-21,"","",U-1014,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTERFERON ALPHA-2B(PEGYLATED AND NONPEGYLATED) TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6472373,2017-09-21,"","",U-479,METHOD OF USING PEG-INTRON/REBETOL COMBINATION THERAPY AND INTRON/REBETOL COMBINATION THERAPY,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6524570,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,1,6524570,2016-11-01,"","",U-499,"METHOD OF USING REBETOL CAPSULES IN COMBINATION WITH A CONJUGATE COMPRISING POLYETHYLENE GLYCOL(PEG) AND AN ALPHA INTERFERON, INCLUDING, FOR EXAMPLE,",""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6172046,2017-09-21,"","",U-1014,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTERFERON ALPHA-2B(PEGYLATED AND NONPEGYLATED) TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6172046,2017-09-21,"","",U-377,METHOD OF TREATING PT WITH CHRONIC HEPATITIS C HAVING HCV GENOTYPE 1 AND VIRAL LOAD GREATER THAN 2 MILLION COPIES/ML TO ERADICATE DETECTABLE HCV-RNA B,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6177074,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6177074,2016-11-01,"","",U-454,"METHOD OF TX A PT SUSPECTED OF HAVING HEPATITIS C BY ADMIN, IN COMBINATION, A CONJUGATE COMPRISING PEG 12000 & INTERFERON ALFA-2B IN AN AMT OF FROM 0.",""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6461605,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6461605,2016-11-01,"","",U-478,"METHOD OF TREATING HEPATITIS C VIRAL INFECTION BY CONTINUOUS PARENTERAL ADMIN INTERFERON ALPHA 2-10 MILLION IU WEEKLY, SUBCUTANEOUSLY, INJECTION OF PO",""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6472373,2017-09-21,"","",U-1014,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTERFERON ALPHA-2B(PEGYLATED AND NONPEGYLATED) TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6472373,2017-09-21,"","",U-479,METHOD OF USING PEG-INTRON/REBETOL COMBINATION THERAPY AND INTRON/REBETOL COMBINATION THERAPY,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6524570,2016-11-01,"","",U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C,""
20903,RIBAVIRIN,MERCK SHARP DOHME,2,6524570,2016-11-01,"","",U-499,"METHOD OF USING REBETOL CAPSULES IN COMBINATION WITH A CONJUGATE COMPRISING POLYETHYLENE GLYCOL(PEG) AND AN ALPHA INTERFERON, INCLUDING, FOR EXAMPLE,",""
20908,ESTRADIOL,NOVO NORDISK INC,2,7018992,2022-09-17,"","",U-1023,TREATMENT OF ATROPHIC VAGINITIS DUE TO MENOPAUSE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,1,6598603,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,1,6899099,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,1,7524834,2018-11-11,"",Y,U-966,TREATMENT OF ASTHMA (MAINTENANCE AND PROPHYLACTIC THERAPY),""
20929,BUDESONIDE,ASTRAZENECA PHARMS,2,6598603,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,2,6899099,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,2,7524834,2018-11-11,"",Y,U-966,TREATMENT OF ASTHMA (MAINTENANCE AND PROPHYLACTIC THERAPY),""
20929,BUDESONIDE,ASTRAZENECA PHARMS,3,6598603,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,3,6899099,2018-12-23,"","",U-529,ONCE DAILY TREATMENT OF ASTHMA WITH NEBULIZED BUDESONIDE,""
20929,BUDESONIDE,ASTRAZENECA PHARMS,3,7524834,2018-11-11,"",Y,U-966,TREATMENT OF ASTHMA (MAINTENANCE AND PROPHYLACTIC THERAPY),""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,1,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,1,7229640,2016-07-19,"",Y,U-816,"DEPRESSION, PANIC DISORDER, PREMENSTRUAL DISORDERS AND SOCIAL ANXIETY DISORDER",""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,2,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,2,7229640,2016-07-19,"",Y,U-816,"DEPRESSION, PANIC DISORDER, PREMENSTRUAL DISORDERS AND SOCIAL ANXIETY DISORDER",""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,3,6121291,2017-03-17,"","",U-286,DEPRESSION,""
20936,PAROXETINE HYDROCHLORIDE,APOTEX TECHNOLOGIES,3,7229640,2016-07-19,"",Y,U-816,"DEPRESSION, PANIC DISORDER, PREMENSTRUAL DISORDERS AND SOCIAL ANXIETY DISORDER",""
20946,ETHINYL ESTRADIOL; LEVONORGESTREL,TEVA BRANDED PHARM,1,6156742,2020-12-05,"","",U-374,"KIT ADAPTED AND DESIGNED TO PROVIDE BOTH DATA ON THE CURRENT REPRODUCTIVE STATUS OF A PATIENT AND CONTRACEPTION FOR THOSE WHO ARE NOT PREGNANT, BUT RE",""
20947,DICLOFENAC SODIUM,NUVO RES INC,1,8217078,2029-07-10,"","",U-1248,USE OF TOPICAL DICLOFENAC ON THE KNEE AND A SECOND TOPICAL MEDICATION ON THE SAME KNEE,""
20949,ALBUTEROL SULFATE,MYLAN SPECLT,1,6702997,2021-12-28,"","",U-558,INDICATED FOR THE RELIEF OF BRONCHOSPASM IN PATIENTS 2-12 YEARS OF AGE WITH ASTHMA (REVERSIBLE OBSTRUCTIVE AIRWAY DISEASE),""
20949,ALBUTEROL SULFATE,MYLAN SPECLT,2,6702997,2021-12-28,"","",U-558,INDICATED FOR THE RELIEF OF BRONCHOSPASM IN PATIENTS 2-12 YEARS OF AGE WITH ASTHMA (REVERSIBLE OBSTRUCTIVE AIRWAY DISEASE),""
20950,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,MYLAN SPECLT,1,6632842,2021-12-28,"","",U-532,TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD IN PATIENTS REQUIRING MORE THAN ONE BRONCHO DILATOR,""
20965,AMINOLEVULINIC ACID HYDROCHLORIDE,DUSA,1,5954703,2017-10-31,"","",U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,""
20965,AMINOLEVULINIC ACID HYDROCHLORIDE,DUSA,1,6709446,2018-05-01,"","",U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,""
20965,AMINOLEVULINIC ACID HYDROCHLORIDE,DUSA,1,7723910,2019-06-17,"","",U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,""
